262.0,293.0,Vá.2->Vá.1
282.0,313.0,Vá.2->Vá.1
302.0,335.0,Vá.2->Vá.1
322.0,355.0,Vá.2->Vá.1
332.0,366.0,Vá.2->Vá.1
342.0,376.0,Vá.2->Vá.1
352.0,386.0,Vá.2->Vá.1
362.0,397.0,Vá.2->Vá.1
372.0,407.0,Vá.2->Vá.1
382.0,418.0,Vá.2->Vá.1
392.0,429.0,Vá.2->Vá.1
402.0,439.0,Vá.2->Vá.1
412.0,450.0,Vá.2->Vá.1
422.0,461.0,Vá.2->Vá.1
432.0,471.0,Vá.2->Vá.1
442.0,483.0,Vá.2->Vá.1
452.0,494.0,Vá.2->Vá.1
462.0,504.0,Vá.2->Vá.1
472.0,514.0,Vá.2->Vá.1
482.0,523.0,Vá.2->Vá.1
492.0,533.0,Vá.2->Vá.1
502.0,543.0,Vá.2->Vá.1
517.0,558.0,Vá.2->Vá.1
532.0,573.0,Vá.2->Vá.1
547.0,587.0,Vá.2->Vá.1
562.0,602.0,Vá.2->Vá.1
577.0,617.0,Vá.2->Vá.1
592.0,632.0,Vá.2->Vá.1
607.0,646.0,Vá.2->Vá.1
622.0,661.0,Vá.2->Vá.1
637.0,676.0,Vá.2->Vá.1
652.0,691.0,Vá.2->Vá.1
667.0,706.0,Vá.2->Vá.1
682.0,721.0,Vá.2->Vá.1
697.0,736.0,Vá.2->Vá.1
712.0,751.0,Vá.2->Vá.1
727.0,766.0,Vá.2->Vá.1
742.0,781.0,Vá.2->Vá.1
757.0,796.0,Vá.2->Vá.1
772.0,811.0,Vá.2->Vá.1
787.0,826.0,Vá.2->Vá.1
802.0,841.0,Vá.2->Vá.1
817.0,856.0,Vá.2->Vá.1
832.0,871.0,Vá.2->Vá.1
847.0,886.0,Vá.2->Vá.1
859.0,898.0,Vá.2->Vá.1
871.0,910.0,Vá.2->Vá.1
883.0,922.0,Vá.2->Vá.1
895.0,934.0,Vá.2->Vá.1
907.0,946.0,Vá.2->Vá.1
919.0,958.0,Vá.2->Vá.1
931.0,970.0,Vá.2->Vá.1
943.0,982.0,Vá.2->Vá.1
955.0,994.0,Vá.2->Vá.1
967.0,1007.0,Vá.2->Vá.1
979.0,1019.0,Vá.2->Vá.1
991.0,1031.0,Vá.2->Vá.1
1003.0,1043.0,Vá.2->Vá.1
1015.0,1055.0,Vá.2->Vá.1
1027.0,1067.0,Vá.2->Vá.1
1039.0,1079.0,Vá.2->Vá.1
1051.0,1091.0,Vá.2->Vá.1
1063.0,1103.0,Vá.2->Vá.1
1075.0,1115.0,Vá.2->Vá.1
1087.0,1126.0,Vá.2->Vá.1
1099.0,1137.0,Vá.2->Vá.1
1111.0,1148.0,Vá.2->Vá.1
1125.0,1161.0,Vá.2->Vá.1
1140.0,1175.0,Vá.2->Vá.1
1155.0,1190.0,Vá.2->Vá.1
1170.0,1204.0,Vá.2->Vá.1
1185.0,1219.0,Vá.2->Vá.1
1200.0,1233.0,Vá.2->Vá.1
1215.0,1248.0,Vá.2->Vá.1
1230.0,1262.0,Vá.2->Vá.1
1245.0,1277.0,Vá.2->Vá.1
1260.0,1292.0,Vá.2->Vá.1
1278.0,1310.0,Vá.2->Vá.1
1297.0,1327.0,Vá.2->Vá.1
1317.0,1347.0,Vá.2->Vá.1
1337.0,1367.0,Vá.2->Vá.1
303.0,335.0,Vá.1->Vá.2
323.0,355.0,Vá.1->Vá.2
343.0,375.0,Vá.1->Vá.2
363.0,396.0,Vá.1->Vá.2
383.0,416.0,Vá.1->Vá.2
393.0,427.0,Vá.1->Vá.2
403.0,437.0,Vá.1->Vá.2
413.0,448.0,Vá.1->Vá.2
423.0,459.0,Vá.1->Vá.2
433.0,469.0,Vá.1->Vá.2
443.0,480.0,Vá.1->Vá.2
453.0,491.0,Vá.1->Vá.2
463.0,501.0,Vá.1->Vá.2
473.0,512.0,Vá.1->Vá.2
483.0,523.0,Vá.1->Vá.2
493.0,533.0,Vá.1->Vá.2
503.0,543.0,Vá.1->Vá.2
513.0,552.0,Vá.1->Vá.2
523.0,562.0,Vá.1->Vá.2
533.0,572.0,Vá.1->Vá.2
543.0,581.0,Vá.1->Vá.2
553.0,591.0,Vá.1->Vá.2
565.0,603.0,Vá.1->Vá.2
580.0,617.0,Vá.1->Vá.2
595.0,632.0,Vá.1->Vá.2
610.0,646.0,Vá.1->Vá.2
625.0,661.0,Vá.1->Vá.2
640.0,676.0,Vá.1->Vá.2
655.0,691.0,Vá.1->Vá.2
670.0,706.0,Vá.1->Vá.2
685.0,721.0,Vá.1->Vá.2
